Frequency (Hz)	Level (dB)
8817.173767	-104.441521
8817.846680	-103.765388
8818.519592	-103.567024
8819.192505	-99.690399
8819.865417	-95.768066
8820.538330	-90.430656
8821.211243	-89.947876
8821.884155	-95.993797
8822.557068	-99.150253
8823.229980	-99.546638
8823.902893	-100.717377
8824.575806	-101.493668
8825.248718	-102.483200
8825.921631	-102.838219
8826.594543	-103.542419
8827.267456	-103.513618
8827.940369	-102.909607
8828.613281	-102.641396
8829.286194	-103.616852
8829.959106	-104.101097
8830.632019	-104.060883
8831.304932	-104.317207
8831.977844	-104.607101
8832.650757	-105.826874
8833.323669	-106.104500
8833.996582	-104.604988
8834.669495	-103.864975
8835.342407	-104.220566
8836.015320	-104.658798
8836.688232	-103.960373
8837.361145	-104.499023
8838.034058	-103.888084
8838.706970	-103.558685
8839.379883	-103.938858
8840.052795	-102.905968
8840.725708	-102.296150
8841.398621	-101.538734
8842.071533	-103.252831
8842.744446	-103.784492
8843.417358	-104.043007
8844.090271	-103.854294
8844.763184	-103.642357
8845.436096	-104.358910
8846.109009	-103.979134
8846.781921	-103.946960
8847.454834	-103.970062
8848.127747	-103.179787
8848.800659	-101.851776
8849.473572	-100.517296
8850.146484	-99.630020
8850.819397	-100.557114
8851.492310	-99.204018
8852.165222	-96.918221
8852.838135	-92.890160
8853.511047	-88.282173
8854.183960	-87.746117
8854.856873	-94.718224
8855.529785	-99.606987
8856.202698	-101.585556
8856.875610	-103.020210
8857.548523	-102.589386
8858.221436	-102.240410
8858.894348	-102.424911
8859.567261	-102.871674
8860.240173	-102.923149
8860.913086	-103.435783
8861.585999	-105.220718
8862.258911	-104.834122
8862.931824	-105.028160
8863.604736	-105.139565
8864.277649	-106.079338
8864.950562	-105.102989
8865.623474	-105.253990
8866.296387	-104.953865
8866.969299	-104.555565
8867.642212	-103.325951
8868.315125	-103.714874
8868.988037	-105.585823
8869.660950	-104.575607
8870.333862	-103.823051
8871.006775	-103.159698
8871.679688	-103.563148
8872.352600	-103.840965
8873.025513	-104.295883
8873.698425	-104.018166
8874.371338	-104.356239
8875.044250	-105.114616
8875.717163	-104.994675
8876.390076	-104.961662
8877.062988	-105.297722
8877.735901	-106.288200
8878.408813	-106.073509
8879.081726	-106.004204
8879.754639	-105.519073
8880.427551	-105.725037
8881.100464	-105.513748
8881.773376	-105.673943
8882.446289	-103.271889
8883.119202	-101.741196
8883.792114	-102.573250
8884.465027	-104.180283
8885.137939	-104.314911
8885.810852	-104.315437
8886.483765	-104.842300
8887.156677	-102.560173
8887.829590	-102.779747
8888.502502	-103.502937
8889.175415	-104.167694
8889.848328	-104.149780
8890.521240	-104.143471
8891.194153	-104.451393
8891.867065	-104.188019
8892.539978	-103.981262
8893.212891	-103.790443
8893.885803	-104.601295
8894.558716	-103.943138
8895.231628	-103.440155
8895.904541	-102.328949
8896.577454	-102.485939
8897.250366	-103.057022
8897.923279	-103.946457
8898.596191	-104.651154
8899.269104	-103.937164
8899.942017	-103.706810
8900.614929	-104.240051
8901.287842	-103.773849
8901.960754	-103.332085
8902.633667	-104.374641
8903.306580	-104.494904
8903.979492	-105.572327
8904.652405	-104.707420
8905.325317	-105.451378
8905.998230	-105.532135
8906.671143	-105.701576
8907.344055	-105.416924
8908.016968	-105.143425
8908.689880	-105.659286
8909.362793	-105.898605
8910.035706	-106.425819
8910.708618	-105.506378
8911.381531	-106.238304
8912.054443	-106.420021
8912.727356	-106.015022
8913.400269	-104.718590
8914.073181	-102.362289
8914.746094	-98.549873
8915.419006	-100.590508
8916.091919	-104.104546
8916.764832	-104.436890
8917.437744	-104.213989
8918.110657	-104.787300
8918.783569	-105.666374
8919.456482	-105.159904
8920.129395	-105.100708
8920.802307	-105.657997
8921.475220	-105.827881
8922.148132	-105.592560
8922.821045	-105.805176
8923.493958	-105.900772
8924.166870	-105.377235
8924.839783	-102.450409
8925.512695	-102.643349
8926.185608	-104.906860
8926.858521	-104.596832
8927.531433	-104.364723
8928.204346	-104.962944
8928.877258	-104.818123
8929.550171	-105.464699
8930.223083	-106.462311
8930.895996	-106.232414
8931.568909	-106.553062
8932.241821	-103.201080
8932.914734	-98.904152
8933.587646	-102.645714
8934.260559	-105.869064
8934.933472	-106.053551
8935.606384	-105.694260
8936.279297	-106.050087
8936.952209	-105.962326
8937.625122	-105.131569
8938.298035	-104.969643
8938.970947	-104.873238
8939.643860	-104.078781
8940.316772	-104.181038
8940.989685	-104.728523
8941.662598	-103.737381
8942.335510	-103.497948
8943.008423	-103.695900
8943.681335	-102.883011
8944.354248	-102.945343
8945.027161	-103.597275
8945.700073	-103.637146
8946.372986	-103.188126
8947.045898	-103.160172
8947.718811	-102.817963
8948.391724	-103.604454
8949.064636	-105.302437
8949.737549	-105.321655
8950.410461	-104.683350
8951.083374	-106.345024
8951.756287	-107.124748
8952.429199	-105.927338
8953.102112	-105.578453
8953.775024	-105.637741
8954.447937	-105.458511
8955.120850	-105.553474
8955.793762	-106.193092
8956.466675	-105.745064
8957.139587	-104.543381
8957.812500	-104.418274
8958.485413	-104.915115
8959.158325	-105.142632
8959.831238	-105.448509
8960.504150	-104.607002
8961.177063	-100.510048
8961.849976	-97.619034
8962.522888	-101.536743
8963.195801	-104.531830
8963.868713	-102.904495
8964.541626	-104.398849
8965.214539	-105.763412
8965.887451	-103.552193
8966.560364	-97.946999
8967.233276	-98.847595
8967.906189	-105.153343
8968.579102	-105.763512
8969.252014	-105.071571
8969.924927	-105.872856
8970.597839	-105.932823
8971.270752	-105.085228
8971.943665	-105.473686
8972.616577	-105.666100
8973.289490	-105.239227
8973.962402	-105.814789
8974.635315	-105.601753
8975.308228	-105.408630
8975.981140	-106.191528
8976.654053	-105.871986
8977.326965	-104.588707
8977.999878	-105.701790
8978.672791	-105.995445
8979.345703	-106.162483
8980.018616	-104.887390
8980.691528	-104.692291
8981.364441	-104.820068
8982.037354	-105.166283
8982.710266	-104.459816
8983.383179	-103.806053
8984.056091	-102.807289
8984.729004	-99.630684
8985.401917	-98.046959
8986.074829	-100.393890
8986.747742	-102.721161
8987.420654	-104.325272
8988.093567	-104.549919
8988.766479	-103.716293
8989.439392	-103.368919
8990.112305	-104.436272
8990.785217	-104.788918
8991.458130	-104.614967
8992.131042	-104.307037
8992.803955	-102.656921
8993.476868	-101.679169
8994.149780	-102.230385
8994.822693	-99.897537
8995.495605	-99.843834
8996.168518	-103.290604
8996.841431	-104.300125
8997.514343	-104.224220
8998.187256	-104.462448
8998.860168	-104.193275
8999.533081	-104.572388
9000.205994	-104.276512
9000.878906	-104.369568
9001.551819	-104.215080
9002.224731	-104.716919
9002.897644	-104.299652
9003.570557	-104.104584
9004.243469	-103.880592
9004.916382	-103.064522
9005.589294	-102.084442
9006.262207	-100.239174
9006.935120	-93.933670
9007.608032	-89.384094
9008.280945	-85.517525
9008.953857	-85.761627
9009.626770	-91.752182
9010.299683	-98.622841
9010.972595	-102.367035
9011.645508	-103.231735
9012.318420	-103.618515
9012.991333	-103.645447
9013.664246	-103.734238
9014.337158	-104.784439
9015.010071	-104.984741
9015.682983	-104.636528
9016.355896	-104.861984
9017.028809	-103.948029
9017.701721	-104.344948
9018.374634	-105.109673
9019.047546	-104.869873
9019.720459	-104.145134
9020.393372	-104.031342
9021.066284	-104.086372
9021.739197	-103.832527
9022.412109	-103.385696
9023.085022	-103.606102
9023.757935	-103.802025
9024.430847	-103.657990
9025.103760	-102.280418
9025.776672	-102.238113
9026.449585	-101.510513
9027.122498	-101.618134
9027.795410	-102.982239
9028.468323	-103.077499
9029.141235	-102.784882
9029.814148	-103.184059
9030.487061	-103.318504
9031.159973	-104.302902
9031.832886	-104.668968
9032.505798	-104.745949
9033.178711	-104.754959
9033.851624	-104.730270
9034.524536	-105.352638
9035.197449	-105.355202
9035.870361	-105.595558
9036.543274	-105.853790
9037.216187	-105.810730
9037.889099	-105.830978
9038.562012	-105.836861
9039.234924	-105.823257
9039.907837	-106.018982
9040.580750	-105.756111
9041.253662	-105.144203
9041.926575	-103.424683
9042.599487	-103.850014
9043.272400	-104.202644
9043.945312	-105.536438
9044.618225	-107.172844
9045.291138	-106.601280
9045.964050	-106.637306
9046.636963	-107.114670
9047.309875	-107.593620
9047.982788	-107.419342
9048.655701	-107.364723
9049.328613	-106.265579
9050.001526	-102.531082
9050.674438	-100.705170
9051.347351	-103.957100
9052.020264	-105.913399
9052.693176	-106.581978
9053.366089	-106.019920
9054.039001	-105.342621
9054.711914	-103.559692
9055.384827	-99.808846
9056.057739	-100.034302
9056.730652	-103.046852
9057.403564	-100.896034
9058.076477	-104.081573
9058.749390	-106.594063
9059.422302	-106.134300
9060.095215	-105.827393
9060.768127	-105.539970
9061.441040	-104.529259
9062.113953	-104.944550
9062.786865	-105.512794
9063.459778	-105.316917
9064.132690	-105.751488
9064.805603	-105.738449
9065.478516	-105.707642
9066.151428	-105.558792
9066.824341	-104.728043
9067.497253	-104.133904
9068.170166	-104.528740
9068.843079	-105.432076
9069.515991	-105.690544
9070.188904	-105.752678
9070.861816	-105.534271
9071.534729	-105.713219
9072.207642	-106.177292
9072.880554	-106.272240
9073.553467	-106.100166
9074.226379	-106.148865
9074.899292	-105.742760
9075.572205	-106.261177
9076.245117	-103.556396
9076.918030	-103.336296
9077.590942	-105.311523
9078.263855	-105.308235
9078.936768	-104.871880
9079.609680	-104.109261
9080.282593	-104.623161
9080.955505	-104.831116
9081.628418	-104.033401
9082.301331	-103.825653
9082.974243	-105.018166
9083.647156	-104.835358
9084.320068	-104.977562
9084.992981	-104.988052
9085.665894	-104.689056
9086.338806	-104.823174
9087.011719	-105.101723
9087.684631	-105.092537
9088.357544	-104.528976
9089.030457	-105.009552
9089.703369	-105.492821
9090.376282	-104.846207
9091.049194	-104.891502
9091.722107	-103.931580
9092.395020	-101.821411
9093.067932	-104.268524
9093.740845	-106.160782
9094.413757	-105.672356
9095.086670	-106.003967
9095.759583	-106.017021
9096.432495	-105.542580
9097.105408	-106.386818
9097.778320	-107.506500
9098.451233	-106.590553
9099.124146	-107.088943
9099.797058	-106.485847
9100.469971	-105.672104
9101.142883	-104.920006
9101.815796	-103.395714
9102.488708	-101.679817
9103.161621	-104.107368
9103.834534	-105.769981
9104.507446	-106.107391
9105.180359	-106.460960
9105.853271	-106.224533
9106.526184	-105.759155
9107.199097	-106.068794
9107.872009	-105.683006
9108.544922	-105.368660
9109.217834	-105.390381
9109.890747	-105.326851
9110.563660	-105.571167
9111.236572	-105.887413
9111.909485	-106.573029
9112.582397	-105.506859
9113.255310	-104.240608
9113.928223	-103.043365
9114.601135	-104.193161
9115.274048	-105.736061
9115.946960	-104.722237
9116.619873	-104.818695
9117.292786	-105.233711
9117.965698	-104.339485
9118.638611	-103.961639
9119.311523	-102.282677
9119.984436	-102.431732
9120.657349	-104.097649
9121.330261	-102.788322
9122.003174	-103.276962
9122.676086	-104.206337
9123.348999	-104.531975
9124.021912	-103.825554
9124.694824	-104.223328
9125.367737	-104.846260
9126.040649	-105.011108
9126.713562	-105.489342
9127.386475	-105.127213
9128.059387	-105.270935
9128.732300	-105.582047
9129.405212	-105.243759
9130.078125	-104.673035
9130.751038	-104.994850
9131.423950	-104.944908
9132.096863	-104.517090
9132.769775	-104.767250
9133.442688	-104.485214
9134.115601	-103.717064
9134.788513	-104.252708
9135.461426	-103.773102
9136.134338	-101.529854
9136.807251	-102.094315
9137.480164	-104.688240
9138.153076	-104.465164
9138.825989	-105.428467
9139.498901	-105.704872
9140.171814	-106.188873
9140.844727	-105.939041
9141.517639	-106.169464
9142.190552	-106.185760
9142.863464	-105.968361
9143.536377	-105.069481
9144.209290	-104.594131
9144.882202	-105.687668
9145.555115	-104.855400
9146.228027	-105.085472
9146.900940	-104.893959
9147.573853	-104.008072
9148.246765	-102.148392
9148.919678	-98.546310
9149.592590	-98.219200
9150.265503	-102.061806
9150.938416	-102.828506
9151.611328	-102.264771
9152.284241	-103.869324
9152.957153	-104.520050
9153.630066	-103.737091
9154.302979	-102.885124
9154.975891	-103.393326
9155.648804	-104.514923
9156.321716	-105.172989
9156.994629	-105.124702
9157.667542	-105.492683
9158.340454	-105.487045
9159.013367	-105.110016
9159.686279	-104.897812
9160.359192	-104.920670
9161.032104	-104.954468
9161.705017	-105.364059
9162.377930	-105.242790
9163.050842	-105.846626
9163.723755	-105.943390
9164.396667	-104.675507
9165.069580	-105.430397
9165.742493	-105.471848
9166.415405	-104.520233
9167.088318	-104.715309
9167.761230	-105.215904
9168.434143	-105.168159
9169.107056	-105.211136
9169.779968	-105.083740
9170.452881	-104.880951
9171.125793	-104.273750
9171.798706	-104.659943
9172.471619	-105.037788
9173.144531	-104.929459
9173.817444	-104.335701
9174.490356	-103.756516
9175.163269	-104.260933
9175.836182	-105.459869
9176.509094	-104.278908
9177.182007	-103.446793
9177.854919	-104.534332
9178.527832	-104.377060
9179.200745	-104.792198
9179.873657	-104.525749
9180.546570	-101.142265
9181.219482	-100.877182
9181.892395	-102.772041
9182.565308	-102.125572
9183.238220	-101.451088
9183.911133	-97.238777
9184.584045	-90.961067
9185.256958	-90.170509
9185.929871	-96.613365
9186.602783	-102.726662
9187.275696	-102.824837
9187.948608	-102.472260
9188.621521	-100.173988
9189.294434	-100.451660
9189.967346	-104.186127
9190.640259	-104.628090
9191.313171	-104.071411
9191.986084	-103.654411
9192.658997	-102.314888
9193.331909	-102.347733
9194.004822	-103.075218
9194.677734	-101.878372
9195.350647	-99.991623
9196.023560	-96.881737
9196.696472	-96.919716
9197.369385	-100.991531
9198.042297	-102.517853
9198.715210	-102.534889
9199.388123	-103.016228
9200.061035	-103.742638
9200.733948	-104.347527
9201.406860	-104.735802
9202.079773	-105.020905
9202.752686	-104.492050
9203.425598	-104.429924
9204.098511	-104.337845
9204.771423	-103.740341
9205.444336	-103.422974
9206.117249	-103.984024
9206.790161	-104.766029
9207.463074	-104.670265
9208.135986	-104.220642
9208.808899	-104.190643
9209.481812	-104.663078
9210.154724	-104.953171
9210.827637	-104.978012
9211.500549	-105.007797
9212.173462	-104.653389
9212.846375	-104.280174
9213.519287	-101.037224
9214.192200	-98.541824
9214.865112	-99.116165
9215.538025	-102.270096
9216.210938	-104.792122
9216.883850	-104.895874
9217.556763	-104.698318
9218.229675	-105.064423
9218.902588	-104.935165
9219.575500	-104.405296
9220.248413	-104.536804
9220.921326	-104.234062
9221.594238	-103.829941
9222.267151	-103.655357
9222.940063	-103.983604
9223.612976	-104.282784
9224.285889	-104.593918
9224.958801	-103.594658
9225.631714	-100.469009
9226.304626	-97.993935
9226.977539	-98.882393
9227.650452	-102.870789
9228.323364	-104.556412
9228.996277	-104.126923
9229.669189	-104.147835
9230.342102	-103.855995
9231.015015	-104.074959
9231.687927	-104.599648
9232.360840	-104.250954
9233.033752	-104.341560
9233.706665	-104.331795
9234.379578	-104.362076
9235.052490	-104.484314
9235.725403	-104.433205
9236.398315	-104.450111
9237.071228	-104.498917
9237.744141	-104.667526
9238.417053	-104.413063
9239.089966	-103.981110
9239.762878	-103.769157
9240.435791	-104.130226
9241.108704	-104.230957
9241.781616	-104.361740
9242.454529	-103.745987
9243.127441	-102.290833
9243.800354	-102.499046
9244.473267	-103.592865
9245.146179	-104.176941
9245.819092	-104.191048
9246.492004	-104.266312
9247.164917	-103.990936
9247.837830	-104.055664
9248.510742	-104.277000
9249.183655	-104.214798
9249.856567	-103.932518
9250.529480	-104.419647
9251.202393	-104.682343
9251.875305	-104.709396
9252.548218	-104.774780
9253.221130	-105.020546
9253.894043	-104.773575
9254.566956	-104.546021
9255.239868	-105.958397
9255.912781	-105.832352
9256.585693	-105.476463
9257.258606	-105.682373
9257.931519	-105.720963
9258.604431	-105.553871
9259.277344	-105.391998
9259.950256	-105.174423
9260.623169	-105.296867
9261.296082	-105.628891
9261.968994	-105.920288
9262.641907	-106.128372
9263.314819	-106.095963
9263.987732	-106.019600
9264.660645	-106.051521
9265.333557	-106.597389
9266.006470	-106.607506
9266.679382	-105.924515
9267.352295	-105.957138
9268.025208	-104.838425
9268.698120	-103.809219
9269.371033	-103.687454
9270.043945	-103.205513
9270.716858	-102.635826
9271.389771	-103.024628
9272.062683	-104.455765
9272.735596	-104.914955
9273.408508	-105.290283
9274.081421	-104.898682
9274.754333	-104.347923
9275.427246	-104.505157
9276.100159	-104.193588
9276.773071	-104.408714
9277.445984	-105.234680
9278.118896	-105.132332
9278.791809	-103.825600
9279.464722	-104.089081
9280.137634	-104.491600
9280.810547	-104.774040
9281.483459	-104.884315
9282.156372	-104.705093
9282.829285	-104.593040
9283.502197	-105.335739
9284.175110	-105.434120
9284.848022	-105.780571
9285.520935	-105.961678
9286.193848	-105.251511
9286.866760	-104.939026
9287.539673	-105.602882
9288.212585	-105.615913
9288.885498	-104.628654
9289.558411	-103.382095
9290.231323	-102.275658
9290.904236	-103.211510
9291.577148	-103.633293
9292.250061	-104.289909
9292.922974	-104.236740
9293.595886	-104.595795
9294.268799	-104.011169
9294.941711	-104.161423
9295.614624	-104.790421
9296.287537	-104.797462
9296.960449	-105.207947
9297.633362	-105.145523
9298.306274	-105.043633
9298.979187	-105.345367
9299.652100	-105.392090
9300.325012	-103.667130
9300.997925	-100.845154
9301.670837	-99.502472
9302.343750	-99.754013
9303.016663	-101.952881
9303.689575	-103.642365
9304.362488	-104.185867
9305.035400	-104.334084
9305.708313	-104.373184
9306.381226	-105.137276
9307.054138	-105.868988
9307.727051	-105.789261
9308.399963	-105.501778
9309.072876	-105.866333
9309.745789	-106.121346
9310.418701	-106.002495
9311.091614	-105.387917
9311.764526	-105.225548
9312.437439	-105.115837
9313.110352	-105.257294
9313.783264	-105.762596
9314.456177	-106.060478
9315.129089	-106.486450
9315.802002	-106.373764
9316.474915	-106.106445
9317.147827	-106.579002
9317.820740	-107.327988
9318.493652	-106.973831
9319.166565	-106.748444
9319.839478	-107.116570
9320.512390	-106.902321
9321.185303	-106.585960
9321.858215	-106.125381
9322.531128	-104.708710
9323.204041	-103.587799
9323.876953	-104.861092
9324.549866	-105.938469
9325.222778	-105.640732
9325.895691	-105.057487
9326.568604	-106.086685
9327.241516	-106.254478
9327.914429	-105.040070
9328.587341	-105.469444
9329.260254	-105.808838
9329.933167	-105.173508
9330.606079	-102.410538
9331.278992	-100.729126
9331.951904	-103.006859
9332.624817	-103.551933
9333.297729	-101.676994
9333.970642	-98.576912
9334.643555	-100.087769
9335.316467	-104.041595
9335.989380	-104.727020
9336.662292	-104.424271
9337.335205	-104.174805
9338.008118	-104.437683
9338.681030	-104.207214
9339.353943	-103.901909
9340.026855	-104.083336
9340.699768	-103.674187
9341.372681	-103.998787
9342.045593	-103.831474
9342.718506	-102.956390
9343.391418	-103.381851
9344.064331	-103.737099
9344.737244	-103.233826
9345.410156	-104.478294
9346.083069	-104.299622
9346.755981	-103.359528
9347.428894	-103.756134
9348.101807	-104.496788
9348.774719	-104.761902
9349.447632	-104.654099
9350.120544	-104.677452
9350.793457	-104.677277
9351.466370	-104.672859
9352.139282	-104.919754
9352.812195	-104.827156
9353.485107	-104.805389
9354.158020	-105.262474
9354.830933	-105.215111
9355.503845	-105.462303
9356.176758	-105.908028
9356.849670	-105.869217
9357.522583	-105.909851
9358.195496	-105.795212
9358.868408	-105.125847
9359.541321	-105.245979
9360.214233	-104.921829
9360.887146	-105.041008
9361.560059	-104.656754
9362.232971	-103.733887
9362.905884	-103.692024
9363.578796	-103.443741
9364.251709	-103.794052
9364.924622	-104.563118
9365.597534	-104.298927
9366.270447	-103.681252
9366.943359	-103.716125
9367.616272	-103.994751
9368.289185	-103.589890
9368.962097	-103.337799
9369.635010	-103.816536
9370.307922	-103.439072
9370.980835	-104.010498
9371.653748	-104.643570
9372.326660	-103.980827
9372.999573	-103.719765
9373.672485	-102.527199
9374.345398	-99.376122
9375.018311	-99.279449
9375.691223	-101.268738
9376.364136	-101.196007
9377.037048	-101.166168
9377.709961	-102.923920
9378.382874	-104.308632
9379.055786	-104.775101
9379.728699	-104.047119
9380.401611	-101.566528
9381.074524	-101.417496
9381.747437	-102.806862
9382.420349	-102.815750
9383.093262	-101.704506
9383.766174	-95.769157
9384.439087	-89.656097
9385.112000	-91.814903
9385.784912	-100.807297
9386.457825	-103.612228
9387.130737	-103.358986
9387.803650	-102.849083
9388.476562	-100.295807
9389.149475	-101.324570
9389.822388	-103.799423
9390.495300	-104.751953
9391.168213	-104.239128
9391.841125	-102.258240
9392.514038	-98.967598
9393.186951	-101.121490
9393.859863	-104.590698
9394.532776	-103.838463
9395.205688	-102.723961
9395.878601	-103.469986
9396.551514	-103.452461
9397.224426	-104.232384
9397.897339	-104.962296
9398.570251	-104.501938
9399.243164	-104.508621
9399.916077	-105.134422
9400.588989	-105.003433
9401.261902	-104.687531
9401.934814	-104.969193
9402.607727	-105.813576
9403.280640	-105.899803
9403.953552	-105.565208
9404.626465	-105.707619
9405.299377	-104.792953
9405.972290	-104.896439
9406.645203	-104.112213
9407.318115	-104.697243
9407.991028	-105.663109
9408.663940	-105.575935
9409.336853	-105.489235
9410.009766	-105.804764
9410.682678	-105.232750
9411.355591	-104.607605
9412.028503	-104.294395
9412.701416	-104.134872
9413.374329	-103.813545
9414.047241	-103.613937
9414.720154	-102.691917
9415.393066	-102.337738
9416.065979	-102.058899
9416.738892	-102.001213
9417.411804	-102.428322
9418.084717	-102.882278
9418.757629	-102.675766
9419.430542	-102.147949
9420.103455	-101.629692
9420.776367	-101.320923
9421.449280	-100.913780
9422.122192	-100.608040
9422.795105	-101.510124
9423.468018	-101.447128
9424.140930	-99.569725
9424.813843	-98.908028
9425.486755	-99.992271
9426.159668	-99.401894
9426.832581	-100.131256
9427.505493	-101.375252
9428.178406	-100.316788
9428.851318	-101.419449
9429.524231	-102.455795
9430.197144	-102.872131
9430.870056	-103.074013
9431.542969	-103.046982
9432.215881	-103.270615
9432.888794	-103.565498
9433.561707	-104.026230
9434.234619	-104.113281
9434.907532	-104.160004
9435.580444	-103.441742
9436.253357	-102.822235
9436.926270	-102.855789
9437.599182	-104.101036
9438.272095	-104.312752
9438.945007	-104.108299
9439.617920	-103.461952
9440.290833	-103.662720
9440.963745	-104.275070
9441.636658	-104.301811
9442.309570	-104.336075
9442.982483	-104.733841
9443.655396	-105.208412
9444.328308	-104.813690
9445.001221	-104.947716
9445.674133	-105.040939
9446.347046	-104.798981
9447.019958	-104.863647
9447.692871	-105.251572
9448.365784	-105.216400
9449.038696	-104.881355
9449.711609	-104.928352
9450.384521	-105.233246
9451.057434	-105.946556
9451.730347	-105.839211
9452.403259	-105.729172
9453.076172	-106.048378
9453.749084	-105.603119
9454.421997	-105.675140
9455.094910	-106.003235
9455.767822	-105.057274
9456.440735	-104.713226
9457.113647	-105.984612
9457.786560	-105.817711
9458.459473	-105.651581
9459.132385	-105.406044
9459.805298	-104.906876
9460.478210	-104.836777
9461.151123	-105.463158
9461.824036	-105.890167
9462.496948	-105.495529
9463.169861	-104.957130
9463.842773	-104.590950
9464.515686	-104.493446
9465.188599	-104.325272
9465.861511	-104.017456
9466.534424	-103.797363
9467.207336	-103.668480
9467.880249	-104.645477
9468.553162	-104.842583
9469.226074	-104.857567
9469.898987	-104.531860
9470.571899	-104.504646
9471.244812	-105.051941
9471.917725	-105.058876
9472.590637	-105.368095
9473.263550	-105.563606
9473.936462	-105.312920
9474.609375	-105.183990
9475.282288	-105.067429
9475.955200	-105.240845
9476.628113	-105.496872
9477.301025	-103.589142
9477.973938	-100.963608
9478.646851	-102.301109
9479.319763	-104.590874
9479.992676	-104.447540
9480.665588	-105.109528
9481.338501	-105.278610
9482.011414	-105.039391
9482.684326	-105.251526
9483.357239	-105.336258
9484.030151	-105.430443
9484.703064	-105.502129
9485.375977	-105.720963
9486.048889	-105.556000
9486.721802	-105.896881
9487.394714	-106.210991
9488.067627	-105.854111
9488.740540	-105.914421
9489.413452	-105.738022
9490.086365	-105.498047
9490.759277	-105.340691
9491.432190	-105.360283
9492.105103	-105.944313
9492.778015	-104.765213
9493.450928	-104.540642
9494.123840	-105.247086
9494.796753	-105.804916
9495.469666	-105.406151
9496.142578	-105.044510
9496.815491	-104.864784
9497.488403	-104.676964
9498.161316	-105.444496
9498.834229	-105.968643
9499.507141	-106.239342
9500.180054	-106.300446
9500.852966	-106.519753
9501.525879	-106.484390
9502.198792	-106.211555
9502.871704	-106.680733
9503.544617	-107.025337
9504.217529	-107.156006
9504.890442	-106.955681
9505.563354	-106.738106
9506.236267	-106.437386
9506.909180	-106.695297
9507.582092	-106.612434
9508.255005	-105.960083
9508.927917	-106.302910
9509.600830	-106.222275
9510.273743	-106.153824
9510.946655	-106.487022
9511.619568	-106.275307
9512.292480	-105.957680
9512.965393	-106.373611
9513.638306	-105.375977
9514.311218	-105.397194
9514.984131	-106.023735
9515.657043	-106.023888
9516.329956	-106.188690
9517.002869	-105.912292
9517.675781	-105.722458
9518.348694	-106.094246
9519.021606	-105.765221
9519.694519	-105.560760
9520.367432	-105.691513
9521.040344	-105.584137
9521.713257	-105.288841
9522.386169	-105.974632
9523.059082	-106.737602
9523.731995	-106.202759
9524.404907	-105.722488
9525.077820	-106.007301
9525.750732	-105.857666
9526.423645	-105.883240
9527.096558	-105.335098
9527.769470	-105.319557
9528.442383	-105.683304
9529.115295	-106.334312
9529.788208	-106.577782
9530.461121	-106.690681
9531.134033	-106.888092
9531.806946	-106.644707
9532.479858	-106.205170
9533.152771	-106.487930
9533.825684	-105.992996
9534.498596	-106.549713
9535.171509	-106.789505
9535.844421	-106.240929
9536.517334	-106.156952
9537.190247	-106.067307
9537.863159	-106.250397
9538.536072	-106.159721
9539.208984	-105.875961
9539.881897	-105.213158
9540.554810	-105.414726
9541.227722	-105.485718
9541.900635	-105.084328
9542.573547	-105.244202
9543.246460	-105.877090
9543.919373	-106.103004
9544.592285	-106.509628
9545.265198	-106.201385
9545.938110	-106.396645
9546.611023	-106.626785
9547.283936	-106.057030
9547.956848	-106.103806
9548.629761	-105.979141
9549.302673	-105.689064
9549.975586	-105.665382
9550.648499	-105.728287
9551.321411	-105.672882
9551.994324	-105.804977
9552.667236	-104.939644
9553.340149	-104.053352
9554.013062	-105.472603
9554.685974	-105.552643
9555.358887	-103.923973
9556.031799	-104.412895
9556.704712	-104.306190
9557.377625	-103.615005
9558.050537	-104.401505
9558.723450	-104.431114
9559.396362	-102.797157
9560.069275	-103.096573
9560.742188	-104.476074
9561.415100	-104.357689
9562.088013	-104.772331
9562.760925	-105.030609
9563.433838	-102.848328
9564.106750	-103.082420
9564.779663	-104.993484
9565.452576	-104.630516
9566.125488	-103.913719
9566.798401	-104.528717
9567.471313	-103.760757
9568.144226	-102.726822
9568.817139	-103.263275
9569.490051	-101.835358
9570.162964	-101.927162
9570.835876	-101.206650
9571.508789	-97.128654
9572.181702	-97.771324
9572.854614	-101.966713
9573.527527	-100.125244
9574.200439	-99.575630
9574.873352	-104.431702
9575.546265	-102.129051
9576.219177	-98.711777
9576.892090	-99.812027
9577.565002	-101.941986
9578.237915	-101.720963
9578.910828	-102.448257
9579.583740	-96.064728
9580.256653	-90.336739
9580.929565	-93.735947
9581.602478	-100.310791
9582.275391	-100.554329
9582.948303	-97.180038
9583.621216	-85.991829
9584.294128	-81.237305
9584.967041	-86.014320
9585.639954	-96.231735
9586.312866	-99.283981
9586.985779	-99.502335
9587.658691	-96.641808
9588.331604	-92.905640
9589.004517	-96.805405
9589.677429	-102.118652
9590.350342	-100.220619
9591.023254	-99.311447
9591.696167	-100.313515
9592.369080	-98.489517
9593.041992	-101.369164
9593.714905	-102.779640
9594.387817	-100.376167
9595.060730	-100.763283
9595.733643	-103.406464
9596.406555	-103.062119
9597.079468	-104.899727
9597.752380	-104.757370
9598.425293	-101.436035
9599.098206	-102.255066
9599.771118	-104.186806
9600.444031	-104.227226
